id,latitude,longitude,rank,data
11506,34.265100,112.538500,1,24
1822,35.067243,112.601919,1,24
16856,35.046130,112.600987,1,24
11601,33.388443,115.073350,1,24
12969,33.734083,114.871944,1,24
4572,32.674517,112.614825,1,24
3696,35.416572,113.925338,1,24
15179,33.590600,114.096700,1,25
11719,34.689269,112.294708,1,25
12073,35.931945,114.363071,1,25
20592,34.417606,112.420157,1,25
13120,33.590524,114.097133,1,25
4576,33.253610,112.633200,1,25
12358,31.649458,114.882511,1,25
11605,32.332500,114.730278,1,25
10047,34.776917,111.767532,1,25
16845,0.000000,0.000000,1,25
13115,35.327765,113.915490,1,26
11918,33.263167,113.035167,1,26
11551,32.689111,112.801556,1,26
10115,33.028732,112.254673,1,26
4761,35.304778,113.649843,1,26
20619,33.865219,115.458755,1,26
11579,33.773157,114.520642,1,26
20602,34.414444,112.441389,1,26
5339,34.840616,114.839647,1,26
13228,35.309864,113.925956,1,27
3737,35.207434,113.275872,1,27
14872,35.237300,113.246500,1,27
438,34.612996,112.395008,1,27
1790,32.982892,114.001874,1,27
14953,33.569800,114.026100,1,27
1743,35.763540,115.037784,1,27
893,34.775148,113.647791,1,27
1810,33.587242,114.007681,1,27
12276,35.263633,113.633086,1,27
20577,35.086000,112.940000,1,27
5359,35.689513,115.026280,1,27
11919,33.049528,112.222694,1,27
10114,33.056659,112.948739,1,27
11790,33.056139,111.838747,1,27
16848,35.160298,112.543028,1,27
15513,34.829884,112.444284,1,28
16849,35.160959,112.133528,1,28
16854,35.135041,112.689370,1,28
5371,35.175270,113.062800,1,28
5384,35.056389,114.387778,1,28
11785,35.477222,113.786944,1,28
12968,33.639200,115.167600,1,28
3844,32.202757,114.509012,1,28
15371,34.446096,113.756407,1,28
5392,34.790556,113.297778,1,28
12274,35.092000,112.584000,1,29
4579,35.010268,113.748591,1,29
11581,33.746403,114.902003,1,29
4696,34.601192,112.593732,1,30
1815,35.722270,114.291488,1,30
1814,35.750387,114.301790,1,30
13114,35.662937,114.546560,1,30
11788,33.293100,111.486100,1,30
7766,35.548198,114.525356,1,30
12036,35.268600,113.315500,1,31
13119,33.566275,113.974987,1,31
442,34.706887,112.526927,1,31
11782,35.063194,113.937725,1,31
327,35.211806,113.232908,1,32
444,34.650526,112.399725,1,32
5376,35.151290,113.080700,1,32
25487,0.000000,0.000000,1,33
11783,35.155764,114.192544,1,33
4044,32.727522,114.284840,1,33
443,34.619404,112.464172,1,34
11609,33.310444,111.466250,1,34
13111,34.412908,112.483242,1,35
20601,34.537766,112.156661,1,35
3774,35.973328,114.152765,1,35
16851,35.113906,112.272468,2,36
5387,35.186389,114.132500,2,36
23718,35.094585,113.438537,2,36
13052,34.627856,112.495931,2,37
10045,35.450560,113.784112,2,37
12038,32.941557,114.087750,2,38
16847,35.032830,112.200224,2,39
11786,33.492000,112.438800,2,43
10105,33.644419,115.194947,2,46
24741,34.694569,112.741437,2,48
4695,34.558938,112.474528,2,51
12973,33.460167,114.876807,2,57
