id,latitude,longitude,rank,data
1795,32.967697,112.552877,1,15
4574,32.981543,112.619938,1,15
4470,34.086639,113.850047,1,15
5352,34.476056,114.456833,1,15
3695,35.307596,113.906465,1,15
3722,35.303704,113.926763,1,15
3380,0.000000,0.000000,1,15
3382,0.000000,0.000000,1,14
3389,0.000000,0.000000,1,14
3791,34.716450,113.976330,1,14
3792,34.718721,113.978153,1,14
5361,34.918611,112.786111,1,14
5362,35.970472,115.867306,1,14
5339,34.840616,114.839647,1,14
4594,32.316804,114.525471,1,14
1798,34.393202,115.634814,1,14
1800,34.402800,115.652051,1,14
1808,33.568889,114.009810,1,14
1825,34.752915,113.024497,1,14
11654,32.006254,114.914068,1,14
10586,33.864975,113.086829,1,14
11776,33.864444,112.893889,1,14
13117,32.822189,114.030078,1,14
15455,36.019027,114.587118,1,14
20607,33.844800,113.477500,1,14
23741,36.105586,114.298090,1,14
20606,34.185016,112.848489,1,13
17861,34.715822,111.562958,1,13
20580,35.087592,112.941077,1,13
15239,33.829167,113.926583,1,13
16853,34.937623,112.396154,1,13
12312,34.402000,115.657778,1,13
10059,34.112920,112.068470,1,13
10080,33.338240,113.516900,1,13
11468,32.695363,112.174926,1,13
523,33.735163,113.297705,1,13
4371,34.748970,114.460087,1,13
8010,34.723912,112.973372,1,13
7984,36.195315,114.389654,1,13
3869,32.101031,114.125656,1,13
3390,0.000000,0.000000,1,12
3386,0.000000,0.000000,1,12
3721,34.762264,111.228754,1,12
3797,34.544840,113.356604,1,12
5354,35.984667,115.862194,1,12
4609,34.555611,114.756457,1,12
4610,34.487642,114.465996,1,12
4547,33.593835,114.063871,1,12
11751,34.241521,112.872806,1,12
10081,33.284005,113.551878,1,12
10088,33.851713,113.507006,1,12
10112,33.126470,111.525506,1,12
11771,33.870000,113.051389,1,12
11797,33.550466,114.592578,1,12
12975,32.817500,114.020278,1,12
15512,34.815414,112.440907,1,12
20583,35.665200,114.526000,1,12
20590,34.384435,111.662396,1,12
20593,34.724429,112.784423,1,12
17858,34.793325,111.143228,1,12
20642,32.185201,115.652210,1,12
24744,34.387028,111.690292,1,11
20647,35.861254,115.495186,1,11
20597,34.122945,112.113079,1,11
20587,34.515800,110.896300,1,11
14953,33.569800,114.026100,1,11
13228,35.309864,113.925956,1,11
11920,32.684611,112.837667,1,11
11644,33.508222,112.416361,1,11
5188,33.256490,114.259694,1,11
3847,31.804035,115.428329,1,11
1797,34.427268,115.675596,1,11
11661,34.648611,115.177778,1,10
10094,33.453579,113.618933,1,10
10131,32.474360,115.404571,1,10
10108,34.657188,115.153999,1,10
10042,35.411249,114.079597,1,10
12090,33.603703,113.325570,1,10
12858,34.946940,113.078890,1,10
14873,34.720660,111.103252,1,10
20591,34.393013,111.657815,1,10
20643,32.173710,115.663003,1,10
20641,32.757175,114.950469,1,10
1801,33.611090,114.667254,1,10
3720,34.043301,113.868985,1,10
3716,35.076240,112.509586,1,10
7756,34.032383,113.824092,1,10
4764,34.461249,115.314158,1,10
4467,34.375458,115.671330,1,10
2,36.068343,114.365595,0,0
3773,35.738216,114.297783,0,0
